id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,age,logLot,predictedPrice,residual,residualPct
"9624-Ironwood-Dr,-Frisco,-TX-75033","9624 Ironwood Dr, Frisco, TX 75033",75033,Single Family,Standard,5,3.5,4116,8538.0,2005,699999,62,170.07,0.4821,1,0.0,0,21,9.052282067317908,909556.0,209557.0,23.0
"13539-Lincolnshire-Ln,-Frisco,-TX-75035","13539 Lincolnshire Ln, Frisco, TX 75035",75035,Single Family,Standard,6,4.0,5460,11273.0,2006,999900,67,183.13,0.4843,1,0.0,0,20,9.330165765044532,1297601.0,297701.0,22.9
"3924-Palace-Pl,-Frisco,-TX-75033","3924 Palace Pl, Frisco, TX 75033",75033,Single Family,Standard,4,2.0,2001,10237.0,2005,430000,82,214.89,0.1955,1,0.0,0,21,9.233763886919771,555618.0,125618.0,22.6
"3743-Pistol-Creek-Dr,-Frisco,-TX-75034","3743 Pistol Creek Dr, Frisco, TX 75034",75034,Single Family,Standard,5,6.0,4141,7492.0,2015,850000,50,205.26,0.5527,2,-5.51,1,11,8.921591063563978,1092774.0,242774.0,22.2
"12533-Tyler-Dr,-Frisco,-TX-75035","12533 Tyler Dr, Frisco, TX 75035",75035,Single Family,Standard,5,3.5,4231,8102.0,2013,725000,96,171.35,0.5222,2,-14.61,1,13,8.999866223762636,929084.0,204084.0,22.0
"2848-Forest-Manor-Dr,-Frisco,-TX-75034","2848 Forest Manor Dr, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,3707,6621.0,2005,685000,52,184.79,0.5599,1,0.0,0,21,8.798001694924846,877062.0,192062.0,21.9
"3167-Izabella-Ct,-Frisco,-TX-75033","3167 Izabella Ct, Frisco, TX 75033",75033,Single Family,Standard,6,4.0,4308,7449.0,2012,765000,56,177.58,0.5783,1,0.0,0,14,8.915835074176277,977851.0,212851.0,21.8
"11913-Saint-Croix-Dr,-Frisco,-TX-75036","11913 Saint Croix Dr, Frisco, TX 75036",75036,Single Family,Standard,4,2.5,2143,7200.0,2014,400000,111,186.65,0.2976,1,0.0,0,12,8.881836305004146,510056.0,110056.0,21.6
"3250-Woodbine-Trl,-Frisco,-TX-75034","3250 Woodbine Trl, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,4025,8015.0,2008,799000,101,198.51,0.5022,2,-3.48,1,18,8.989070065043654,1019318.0,220318.0,21.6
"1055-Heathrow-Dr,-Frisco,-TX-75036","1055 Heathrow Dr, Frisco, TX 75036",75036,Single Family,Standard,4,4.0,3570,7579.0,2001,524900,66,147.03,0.471,1,0.0,0,25,8.93313654381203,667806.0,142906.0,21.4
"9562-Hickory-Hill-Rd,-Frisco,-TX-75035","9562 Hickory Hill Rd, Frisco, TX 75035",75035,Single Family,Standard,5,4.0,4096,14810.0,2021,870000,54,212.4,0.2766,1,0.0,0,5,9.603057907261844,1105637.0,235637.0,21.3
"3360-Country-Glen-Trl,-Frisco,-TX-75034","3360 Country Glen Trl, Frisco, TX 75034",75034,Single Family,Standard,5,4.5,4083,7405.0,2011,830000,143,203.28,0.5514,2,-16.88,1,15,8.909910726701899,1039846.0,209846.0,20.2
"16157-Moss-Haven-Ln,-Frisco,-TX-75033","16157 Moss Haven Ln, Frisco, TX 75033",75033,Single Family,Standard,3,3.0,2820,8494.0,2017,574900,66,203.87,0.332,1,0.0,0,9,9.047115310873217,720289.0,145389.0,20.2
"13763-Fall-Harvest-Dr,-Frisco,-TX-75033","13763 Fall Harvest Dr, Frisco, TX 75033",75033,Single Family,Standard,4,2.5,3227,7405.0,2006,565000,52,175.09,0.4358,1,0.0,0,20,8.909910726701899,707450.0,142450.0,20.1
"11300-Hubbard-Creek-Dr,-Frisco,-TX-75036","11300 Hubbard Creek Dr, Frisco, TX 75036",75036,Single Family,Standard,4,3.5,3158,5750.0,2015,505000,79,159.91,0.5492,1,0.0,0,11,8.656955133791396,630318.0,125318.0,19.9
"3434-Nation-Dr,-Frisco,-TX-75034","3434 Nation Dr, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,3013,7405.0,2004,600000,58,199.14,0.4069,1,0.0,0,22,8.909910726701899,749420.0,149420.0,19.9
"14563-Carlos-St,-Frisco,-TX-75035","14563 Carlos St, Frisco, TX 75035",75035,Single Family,Standard,5,4.0,3937,7710.0,2016,700000,49,177.8,0.5106,2,-12.5,1,10,8.950273466557375,873018.0,173018.0,19.8
"10910-Blackberry-Ln,-Frisco,-TX-75033","10910 Blackberry Ln, Frisco, TX 75033",75033,Single Family,Standard,4,2.0,2510,9148.0,2000,475000,76,189.24,0.2744,1,0.0,0,26,9.121290555142672,591162.0,116162.0,19.6
"7565-Hidden-Cove-Ln,-Frisco,-TX-75034","7565 Hidden Cove Ln, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,4024,8276.0,2010,839900,145,208.72,0.4862,1,0.0,0,16,9.021115038865434,1043523.0,203623.0,19.5
"12233-Candle-Island-Dr,-Frisco,-TX-75036","12233 Candle Island Dr, Frisco, TX 75036",75036,Single Family,Standard,3,2.5,2381,6490.0,2012,419000,52,175.98,0.3669,2,-2.33,1,14,8.778017809698136,520094.0,101094.0,19.4
"12471-Hawk-Creek-Dr,-Frisco,-TX-75033","12471 Hawk Creek Dr, Frisco, TX 75033",75033,Single Family,Standard,4,3.0,3148,6316.0,2003,524999,81,166.77,0.4984,2,-4.55,1,23,8.750841375375533,651696.0,126697.0,19.4
"15108-Brooks-Ln,-Frisco,-TX-75035","15108 Brooks Ln, Frisco, TX 75035",75035,Single Family,Standard,6,4.0,3903,7841.0,2006,648000,68,166.03,0.4978,1,0.0,0,20,8.967121656230923,801883.0,153883.0,19.2
"1901-Winchester-Dr,-Frisco,-TX-75033","1901 Winchester Dr, Frisco, TX 75033",75033,Single Family,Standard,4,3.5,3314,10454.0,1999,600300,87,181.14,0.317,2,-9.73,1,27,9.254739959272866,742262.0,141962.0,19.1
"13292-Box-Elder-Ln,-Frisco,-TX-75035","13292 Box Elder Ln, Frisco, TX 75035",75035,Single Family,Standard,5,3.5,3805,7841.0,2007,639000,73,167.94,0.4853,1,0.0,0,19,8.967121656230923,788520.0,149520.0,19.0
"11012-Carrizo-Rd,-Frisco,-TX-75035","11012 Carrizo Rd, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3283,9104.0,2019,639000,88,194.64,0.3606,1,0.0,0,7,9.116469156366112,788337.0,149337.0,18.9
