id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts
"3140-Barclay-Ln,-Prosper,-TX-75078","3140 Barclay Ln, Prosper, TX 75078",75078,Single Family,Standard,4,4.5,3634,10629,2024,1099000,44,302.42,0.3419,2,-8.42,1
"551-Harrison-Ln,-Prosper,-TX-75078","551 Harrison Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,6,4411,,,1299000,43,294.49,,2,-5.46,1
"901-Fallkirk-Dr,-Prosper,-TX-75078","901 Fallkirk Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4290,,2026,975400,45,227.37,,1,0.0,0
"1811-Kyle-Ct,-Prosper,-TX-75078","1811 Kyle Ct, Prosper, TX 75078",75078,Single Family,New Construction,4,,3208,,,1199990,44,374.06,,10,-14.53,6
"291-Williamsburg-Pl,-Prosper,-TX-75078","291 Williamsburg Pl, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,5967,16270,2026,1434995,44,240.49,0.3667,8,7.41,2
"131-Nightfall-Dr,-Prosper,-TX-75078","131 Nightfall Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4221,,,1249900,43,296.11,,1,0.0,0
"730-Dover-Dr,-Prosper,-TX-75078","730 Dover Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,3472,7148,2020,835500,43,240.64,0.4857,1,0.0,0
"2770-Douglas-Ln,-Prosper,-TX-75078","2770 Douglas Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4134,,2026,1131575,43,273.72,,2,0.06,0
"2671-Harvest-Ln,-Prosper,-TX-75078","2671 Harvest Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,3472,,2026,947490,43,272.89,,1,0.0,0
"421-Margot-Dr,-Prosper,-TX-75078","421 Margot Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4828,,,1403900,42,290.78,,1,0.0,0
"100-Twilight-Dr,-Prosper,-TX-75078","100 Twilight Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4221,,,1199900,42,284.27,,5,-4.0,2
"920-Shooting-Star-Dr,-Prosper,-TX-75078","920 Shooting Star Dr, Prosper, TX 75078",75078,Single Family,New Construction,4,,2312,,,801990,42,346.88,,13,-4.3,7
"1980-Cornell-Dr,-Prosper,-TX-75078","1980 Cornell Dr, Prosper, TX 75078",75078,Single Family,Standard,5,5.5,4042,12197,2021,1395000,42,345.13,0.3314,1,0.0,0
"2760-Savannah-Rdg,-Prosper,-TX-75078","2760 Savannah Rdg, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,3820,,2026,949720,42,248.62,,1,0.0,0
"1460-Copper-Point-Dr,-Prosper,-TX-75078","1460 Copper Point Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,4.5,4727,,2025,1498999,42,317.11,,1,0.0,0
"821-Koby-Cir,-Prosper,-TX-75078","821 Koby Cir, Prosper, TX 75078",75078,Single Family,New Construction,4,,4118,,,1210995,42,294.07,,7,0.83,2
"591-Lost-Creek-Dr,-Prosper,-TX-75078","591 Lost Creek Dr, Prosper, TX 75078",75078,Single Family,Standard,5,4,4124,10019,2012,785000,42,190.35,0.4116,1,0.0,0
"810-Country-Brook-Ln,-Prosper,-TX-75078","810 Country Brook Ln, Prosper, TX 75078",75078,Single Family,Standard,4,3,2981,11500,2019,825000,42,276.75,0.2592,3,-10.81,2
"280-Twilight-Dr,-Prosper,-TX-75078","280 Twilight Dr, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4221,8625,2026,1199900,41,284.27,0.4894,2,-0.5,1
"105-E-3rd-St,-Prosper,-TX-75078","105 E 3rd St, Prosper, TX 75078",75078,Single Family,Standard,3,1,1352,6970,1946,199000,41,147.19,0.194,1,0.0,0
"1120-Golden-Sunset-Ct,-Prosper,-TX-75078","1120 Golden Sunset Ct, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,3009,10454,2008,650000,41,216.02,0.2878,4,-12.69,2
