id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"1800-Gardendale-Hollow-Ln,-Anna,-TX-75409","1800 Gardendale Hollow Ln, Anna, TX 75409",75409,Single Family,New Construction,5,3,2791.0,5227,2026.0,427747.0,13.0,153.26,0.534,2.0,-1.16,1.0,77.6,38.0,74.9,63.2,-12.3,455
"208-Santa-Lucia-Dr,-Anna,-TX-75409","208 Santa Lucia Dr, Anna, TX 75409",75409,Single Family,Standard,3,3.5,3974.0,6011,2023.0,595000.0,55.0,149.72,0.6611,1.0,0.0,0.0,82.4,70.5,6.8,63.1,-14.3,455
"1918-Wolf-Run,-Anna,-TX-75409","1918 Wolf Run, Anna, TX 75409",75409,Single Family,Standard,4,2.5,2154.0,11021,2020.0,306000.0,8.0,142.06,0.1954,2.0,-5.82,1.0,91.6,13.2,86.4,63.1,-18.7,455
"1904-Buckfield-Dr,-Anna,-TX-75409","1904 Buckfield Dr, Anna, TX 75409",75409,Single Family,New Construction,4,3.5,3481.0,48,2026.0,536695.0,82.0,154.18,72.5208,1.0,0.0,0.0,76.0,78.2,6.8,63.0,-11.8,455
"832-Jackel-Dr,-Anna,-TX-75409","832 Jackel Dr, Anna, TX 75409",75409,Single Family,Standard,4,2,1811.0,7231,2023.0,299900.0,175.0,165.6,0.2504,1.0,0.0,0.0,60.9,97.8,6.8,63.0,-5.2,455
"1900-Buckfield-Dr,-Anna,-TX-75409","1900 Buckfield Dr, Anna, TX 75409",75409,Single Family,New Construction,5,4,3481.0,48,2026.0,536753.0,82.0,154.2,72.5208,1.0,0.0,0.0,75.8,78.2,6.8,62.9,-11.7,455
"116-Birdbrook-Dr,-Anna,-TX-75409","116 Birdbrook Dr, Anna, TX 75409",75409,Single Family,Standard,3,2,1684.0,6098,2006.0,298000.0,75.0,176.96,0.2762,2.0,-1.65,1.0,47.0,75.8,75.8,62.9,1.3,455
"2709-Grand-Teton-Dr,-Anna,-TX-75409","2709 Grand Teton Dr, Anna, TX 75409",75409,Single Family,New Construction,5,3,2791.0,,2026.0,405147.0,8.0,145.16,,4.0,-7.74,3.0,89.7,13.2,89.0,62.8,-16.9,455
"437-Niagara-Falls-Dr,-Anna,-TX-75409","437 Niagara Falls Dr, Anna, TX 75409",75409,Single Family,Standard,4,2,1966.0,6186,2005.0,294000.0,53.0,149.54,0.3178,1.0,0.0,0.0,82.6,69.0,6.8,62.7,-14.4,455
"2009-Sue-Ellen-St,-Anna,-TX-75409","2009 Sue Ellen St, Anna, TX 75409",75409,Single Family,Standard,5,2.5,3065.0,6011,2023.0,420000.0,20.0,137.03,0.5099,1.0,0.0,0.0,95.4,52.5,6.8,62.7,-21.6,455
"728-Chatsworth-Dr,-Anna,-TX-75409","728 Chatsworth Dr, Anna, TX 75409",75409,Single Family,Standard,4,2.5,3024.0,6011,2015.0,479999.0,103.0,158.73,0.5031,3.0,0.02,1.0,71.0,84.0,6.6,62.6,-9.2,455
"233-Waterhouse-Lake-Dr,-Anna,-TX-75409","233 Waterhouse Lake Dr, Anna, TX 75409",75409,Townhouse,New Construction,3,,1745.0,,0.0,283240.0,13.0,162.32,,25.0,-16.69,12.0,66.2,38.0,97.1,62.5,-7.1,455
"2129-Stinnet-St,-Anna,-TX-75409","2129 Stinnet St, Anna, TX 75409",75409,Single Family,Standard,4,3,2973.0,6011,2023.0,418990.0,24.0,140.93,0.4946,1.0,0.0,0.0,92.7,54.7,6.8,62.3,-19.3,455
"2606-Hawkins-St,-Anna,-TX-75409","2606 Hawkins St, Anna, TX 75409",75409,Single Family,New Construction,4,2,2595.0,,2026.0,378990.0,8.0,146.05,,4.0,-7.56,3.0,88.8,13.2,88.6,62.3,-16.4,455
