id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts
"4076-Preston-Lakes-Cir,-Celina,-TX-75009","4076 Preston Lakes Cir, Celina, TX 75009",75009,Single Family,Standard,4,3.5,3622,274864,2013,1699000,70,469.08,0.0132,1,0.0,0
"531-Stefhanie-Dr,-Celina,-TX-75009","531 Stefhanie Dr, Celina, TX 75009",75009,Single Family,Standard,3,2,1390,10934,2004,349000,70,251.08,0.1271,1,0.0,0
"3619-Doramus-Dr,-Celina,-TX-75009","3619 Doramus Dr, Celina, TX 75009",75009,Single Family,Standard,4,4,3055,4400,2020,585000,70,191.49,0.6943,2,-2.5,1
"1125-Tullow-Dr,-Celina,-TX-75009","1125 Tullow Dr, Celina, TX 75009",75009,Single Family,Standard,4,3,2805,7318,2024,599000,70,213.55,0.3833,1,0.0,0
"2417-Plumeria-Ln,-Celina,-TX-75009","2417 Plumeria Ln, Celina, TX 75009",75009,Single Family,Standard,5,4,3299,6229,2024,625000,69,189.45,0.5296,2,-3.84,1
"1313-Grassland-Dr,-Celina,-TX-75009","1313 Grassland Dr, Celina, TX 75009",75009,Single Family,Standard,4,5,3821,7275,2015,849999,69,222.45,0.5252,1,0.0,0
"1312-Periwinkle-Dr,-Celina,-TX-75009","1312 Periwinkle Dr, Celina, TX 75009",75009,Single Family,New Construction,4,4.5,3268,6050,2026,668520,69,204.57,0.5402,1,0.0,0
"1637-Snowdrop-Dr,-Celina,-TX-75078","1637 Snowdrop Dr, Celina, TX 75078",75078,Single Family,Standard,4,3,2346,6011,2020,488000,68,208.01,0.3903,1,0.0,0
"1081-W-Sunset-Blvd,-Celina,-TX-75009","1081 W Sunset Blvd, Celina, TX 75009",75009,Single Family,Standard,4,3,2281,10846,2015,400000,68,175.36,0.2103,1,0.0,0
"2624-Diamondhead-Pl,-Celina,-TX-75009","2624 Diamondhead Pl, Celina, TX 75009",75009,Single Family,New Construction,5,4.5,3291,6011,2025,725000,68,220.3,0.5475,1,0.0,0
"1709-Tumbleweed-Ct,-Celina,-TX-75009","1709 Tumbleweed Ct, Celina, TX 75009",75009,Single Family,Standard,4,2,2154,7405,2020,430000,68,199.63,0.2909,1,0.0,0
"9641-Country-Ln,-Celina,-TX-75009","9641 Country Ln, Celina, TX 75009",75009,Single Family,Standard,4,1.5,1887,108900,1985,424800,68,225.12,0.0173,1,0.0,0
"2944-Count-Fleet-Way,-Celina,-TX-75009","2944 Count Fleet Way, Celina, TX 75009",75009,Single Family,Standard,5,4.5,4080,12632,2023,1000000,68,245.1,0.323,1,0.0,0
"1812-Scotney-Ct,-Celina,-TX-75009","1812 Scotney Ct, Celina, TX 75009",75009,Single Family,Standard,5,4.5,3755,7841,2021,700000,65,186.42,0.4789,2,-9.68,1
"3161-Northgate,-Celina,-TX-75009","3161 Northgate, Celina, TX 75009",75009,Single Family,Standard,6,5,5499,141004,2021,2000000,66,363.7,0.039,3,1.01,1
"5825-County-Rd,-173,-Celina,-TX-75009","5825 County Rd, 173, Celina, TX 75009",75009,Single Family,Standard,5,4.5,10939,653400,2019,7695000,66,703.45,0.0167,3,-14.45,1
"10989-County-Rd,-59,-Celina,-TX-75009","10989 County Rd, 59, Celina, TX 75009",75009,Single Family,Standard,4,4,3532,313632,1999,1950000,65,552.1,0.0113,1,0.0,0
"1316-Hill-Country-Pl,-Celina,-TX-75009","1316 Hill Country Pl, Celina, TX 75009",75009,Townhouse,Standard,3,2.5,1885,2483,2023,360000,65,190.98,0.7592,1,0.0,0
"1177-Lone-Star-Rd,-Celina,-TX-75009","1177 Lone Star Rd, Celina, TX 75009",75009,Single Family,Standard,4,3,2689,61289,2004,825000,65,306.81,0.0439,1,0.0,0
"1838-Spearmint-St,-Celina,-TX-75009","1838 Spearmint St, Celina, TX 75009",75009,Single Family,New Construction,4,4.5,3394,6665,2026,587644,64,173.14,0.5092,1,0.0,0
"1445-Bateman-Ln,-Celina,-TX-75009","1445 Bateman Ln, Celina, TX 75009",75009,Single Family,Standard,4,3.5,2743,7579,2014,460000,64,167.7,0.3619,1,0.0,0
"1822-Spearmint-St,-Celina,-TX-75009","1822 Spearmint St, Celina, TX 75009",75009,Single Family,New Construction,5,5.5,3429,6621,2026,595664,64,173.71,0.5179,1,0.0,0
"307-S-Louisiana-St,-Celina,-TX-75009","307 S Louisiana St, Celina, TX 75009",75009,Single Family,Standard,3,2,1277,5837,1940,350000,64,274.08,0.2188,1,0.0,0
"412-Smokebrush-St,-Celina,-TX-75009","412 Smokebrush St, Celina, TX 75009",75009,Single Family,Standard,4,3,2359,5968,2016,460000,63,195.0,0.3953,2,-3.16,1
"5821-Hightower-St,-Celina,-TX-76227","5821 Hightower St, Celina, TX 76227",76227,Single Family,Standard,5,4,3488,8233,2022,550000,97,157.68,0.4237,1,0.0,0
"16304-Garden-Dr,-Celina,-TX-75009","16304 Garden Dr, Celina, TX 75009",75009,Single Family,Standard,4,2.5,2757,6142,2022,500000,90,181.36,0.4489,3,-15.24,1
"6036-Tudor-Pl,-Celina,-TX-76227","6036 Tudor Pl, Celina, TX 76227",76227,Single Family,Standard,4,3,2494,6316,2023,414900,91,166.36,0.3949,1,0.0,0
"4400-Meander-Way,-Celina,-TX-75078","4400 Meander Way, Celina, TX 75078",75078,Single Family,Standard,4,5.5,3699,14070,2024,1162000,89,314.14,0.2629,1,0.0,0
"6145-Tahoe-Winds-Dr,-Celina,-TX-75009","6145 Tahoe Winds Dr, Celina, TX 75009",75009,Single Family,Standard,4,3,2136,5750,2024,399000,88,186.8,0.3715,2,-16.0,1
"2807-Wildwood-Ln,-Celina,-TX-75009","2807 Wildwood Ln, Celina, TX 75009",75009,Single Family,Standard,4,3,2923,43560,2008,650000,62,222.37,0.0671,1,0.0,0
"435-Tommie-Lillian-Ln,-Celina,-TX-75009","435 Tommie Lillian Ln, Celina, TX 75009",75009,Single Family,Standard,4,2,1974,6011,2020,448000,61,226.95,0.3284,1,0.0,0
"1522-Snowdrop-Dr,-Celina,-TX-75078","1522 Snowdrop Dr, Celina, TX 75078",75078,Single Family,Standard,5,4,2975,5968,2019,700000,61,235.29,0.4985,1,0.0,0
"2096-Zaide-Way,-Celina,-TX-75009","2096 Zaide Way, Celina, TX 75009",75009,Single Family,Standard,5,6,4960,13068,2023,1560000,61,314.52,0.3796,2,2.3,0
"3395-Waverly-Dr,-Celina,-TX-75009","3395 Waverly Dr, Celina, TX 75009",75009,Single Family,Standard,5,4.5,4215,9322,2016,965000,61,228.94,0.4522,1,0.0,0
"2036-Aldrich-Mews,-Celina,-TX-75009","2036 Aldrich Mews, Celina, TX 75009",75009,Townhouse,New Construction,3,2.5,1888,2483,2026,339900,61,180.03,0.7604,2,-13.3,1
"2726-Salt-Creek-Way,-Celina,-TX-75078","2726 Salt Creek Way, Celina, TX 75078",75078,Single Family,Standard,4,3,2400,7187,2018,500000,60,208.33,0.3339,1,0.0,0
