id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"3506-N-Elm-Ave,-Lubbock,-TX-79403","3506 N Elm Ave, Lubbock, TX 79403",79403,Single Family,Standard,3,2,1092.0,12197,1952.0,135000.0,112.0,123.63,0.0895,2.0,12.5,0.0,37.5,12.5,0.0,21.2,30.8,16
"2215-29th-St,-Lubbock,-TX-79411","2215 29th St, Lubbock, TX 79411",79411,Single Family,Standard,2,1,974.0,8276,1940.0,115800.0,116.0,118.89,0.1177,1.0,0.0,0.0,37.5,12.5,0.0,21.2,8.1,8
"4301-41st-St,-Lubbock,-TX-79413","4301 41st St, Lubbock, TX 79413",79413,Single Family,Standard,3,1,1438.0,8712,1952.0,174000.0,110.0,121.0,0.1651,1.0,0.0,0.0,35.0,10.0,10.0,21.2,8.5,20
"5521-1st-Pl,-Lubbock,-TX-79416","5521 1st Pl, Lubbock, TX 79416",79416,Single Family,Standard,3,2,1385.0,6970,1972.0,208500.0,104.0,150.54,0.1987,1.0,0.0,0.0,38.9,8.3,2.8,21.0,9.1,36
"7404-Fir-Ave,-Lubbock,-TX-79404","7404 Fir Ave, Lubbock, TX 79404",79404,Single Family,Standard,3,2,1309.0,7841,1981.0,140000.0,129.0,106.95,0.1669,1.0,0.0,0.0,11.8,41.2,5.9,20.9,31.1,17
"4911-116th-St,-Lubbock,-TX-79424","4911 116th St, Lubbock, TX 79424",79424,Single Family,Standard,3,3.5,5078.0,10019,2020.0,1499000.0,139.0,295.19,0.5068,1.0,0.0,0.0,4.2,54.2,0.0,20.8,91.2,48
"2136-57th-St,-Lubbock,-TX-79412","2136 57th St, Lubbock, TX 79412",79412,Single Family,Standard,3,2.5,2710.0,11326,1964.0,279500.0,91.0,103.14,0.2393,1.0,0.0,0.0,40.7,0.0,11.1,20.6,4.0,27
"7733-45th-St,-Lubbock,-TX-79407","7733 45th St, Lubbock, TX 79407",79407,Single Family,New Construction,4,4.5,4040.0,25700,2025.0,1175000.0,118.0,290.84,0.1572,2.0,0.0,0.0,6.2,43.8,6.2,19.4,78.8,32
"4903-116th-St,-Lubbock,-TX-79424","4903 116th St, Lubbock, TX 79424",79424,Single Family,Standard,4,4,3783.0,12197,2014.0,929000.0,126.0,245.57,0.3102,1.0,0.0,0.0,10.4,41.7,0.0,19.3,59.1,48
"1019-N-Grover-Ave,-Lubbock,-TX-79416","1019 N Grover Ave, Lubbock, TX 79416",79416,Single Family,Standard,3,2.5,1766.0,5663,2022.0,299000.0,138.0,169.31,0.3118,1.0,0.0,0.0,11.1,36.1,2.8,18.2,22.7,36
