id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"7469-Bryce-Canyon-Dr,-Frisco,-TX-75035","7469 Bryce Canyon Dr, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3768.0,7405,2012.0,760000.0,67.0,201.7,0.5088,3.0,-20.67,2.0,79.4,50.4,98.6,73.1,-10.9,141
"11758-Corsicana-Dr,-Frisco,-TX-75035","11758 Corsicana Dr, Frisco, TX 75035",75035,Single Family,Standard,3,2,1990.0,7841,2004.0,409900.0,80.0,205.98,0.2538,2.0,-0.02,1.0,73.0,70.9,76.6,73.0,-9.1,141
"2428-Windgate-Ln,-Frisco,-TX-75033","2428 Windgate Ln, Frisco, TX 75033",75033,Single Family,Standard,3,2.5,2812.0,7318,2000.0,564500.0,94.0,200.75,0.3843,2.0,-0.95,1.0,80.6,58.1,77.5,72.1,-15.3,129
"7565-Hidden-Cove-Ln,-Frisco,-TX-75034","7565 Hidden Cove Ln, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,4024.0,8276,2010.0,839900.0,145.0,208.72,0.4862,1.0,0.0,0.0,82.8,93.9,8.1,71.8,-25.6,99
"4769-Glen-Heather-Dr,-Frisco,-TX-75034","4769 Glen Heather Dr, Frisco, TX 75034",75034,Single Family,Standard,5,3.5,4055.0,10716,2002.0,799999.0,59.0,197.29,0.3784,2.0,-10.61,1.0,97.0,26.3,93.9,71.6,-29.7,99
"13696-Thornton-Dr,-Frisco,-TX-75035","13696 Thornton Dr, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3800.0,9888,2011.0,759500.0,100.0,199.87,0.3843,1.0,0.0,0.0,80.9,99.3,2.1,71.6,-11.8,141
"11504-Dawn-Mist-Dr,-Frisco,-TX-75035","11504 Dawn Mist Dr, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3311.0,6839,2023.0,705000.0,80.0,212.93,0.4841,2.0,-8.32,1.0,63.1,70.9,90.1,71.2,-6.0,141
"8074-Dove-Cv,-Frisco,-TX-75034","8074 Dove Cv, Frisco, TX 75034",75034,Single Family,Standard,3,3,2097.0,11326,1976.0,535000.0,95.0,255.13,0.1851,2.0,-10.68,1.0,60.6,70.7,94.9,71.0,-9.1,99
"12840-Platt-Dr,-Frisco,-TX-75035","12840 Platt Dr, Frisco, TX 75035",75035,Single Family,Standard,5,4.5,3927.0,8364,2019.0,799000.0,70.0,203.46,0.4695,2.0,-1.95,1.0,76.6,58.2,78.0,70.4,-10.2,141
"4750-Haverford-Dr,-Frisco,-TX-75034","4750 Haverford Dr, Frisco, TX 75034",75034,Single Family,Standard,5,4,4043.0,7579,2002.0,825000.0,110.0,204.06,0.5334,1.0,0.0,0.0,88.9,80.8,8.1,69.9,-27.3,99
"1216-Troon-Dr,-Frisco,-TX-75036","1216 Troon Dr, Frisco, TX 75036",75036,Single Family,Standard,2,2,1467.0,4966,2010.0,339000.0,136.0,231.08,0.2954,2.0,-8.38,1.0,49.0,82.0,95.0,69.8,0.3,100
"5009-Bluewater-Dr,-Frisco,-TX-75036","5009 Bluewater Dr, Frisco, TX 75036",75036,Single Family,Standard,4,3.5,3002.0,6098,2012.0,524900.0,129.0,174.85,0.4923,1.0,0.0,0.0,95.0,77.0,0.0,69.7,-24.1,100
