id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"1209-W-Lilly-Ln,-Arlington,-TX-76013","1209 W Lilly Ln, Arlington, TX 76013",76013,Single Family,Standard,3,3,1865.0,9714,1955.0,285000.0,83.0,152.82,0.192,1.0,0.0,0.0,84.2,55.3,5.3,58.3,-13.0,38
"2110-Juanita-Dr,-Arlington,-TX-76013","2110 Juanita Dr, Arlington, TX 76013",76013,Single Family,Standard,4,3.5,2534.0,9060,1968.0,395900.0,50.0,156.24,0.2797,2.0,-12.02,1.0,81.6,10.5,89.5,58.3,-11.0,38
"3323-Shellbrook-Ct,-Arlington,-TX-76016","3323 Shellbrook Ct, Arlington, TX 76016",76016,Single Family,Standard,4,5,4349.0,11238,1993.0,695000.0,97.0,159.81,0.387,1.0,0.0,0.0,77.6,65.5,1.7,58.2,-7.2,58
"601-St-Charles-Dr,-Arlington,-TX-76013","601 St Charles Dr, Arlington, TX 76013",76013,Townhouse,Standard,2,2,1320.0,3093,1974.0,211500.0,98.0,160.23,0.4268,1.0,0.0,0.0,73.7,68.4,5.3,58.2,-8.8,38
"3910-Cross-Bend-Ct,-Arlington,-TX-76016","3910 Cross Bend Ct, Arlington, TX 76016",76016,Single Family,Standard,3,3,2568.0,9278,1985.0,425000.0,118.0,165.5,0.2768,1.0,0.0,0.0,63.8,82.8,1.7,58.0,-3.9,58
"4209-Whispering-Willow-Way,-Arlington,-TX-76005","4209 Whispering Willow Way, Arlington, TX 76005",76005,Single Family,Standard,4,3.5,3018.0,6403,2018.0,685000.0,70.0,226.97,0.4713,2.0,-6.8,1.0,71.8,20.5,92.3,57.9,-6.0,39
"1726-Venetian-Cir,-Arlington,-TX-76013","1726 Venetian Cir, Arlington, TX 76013",76013,Single Family,Standard,4,2.5,2590.0,8146,1968.0,350000.0,74.0,135.14,0.3179,1.0,0.0,0.0,97.4,36.8,5.3,57.8,-23.1,38
"1805-Old-Oak-Dr,-Arlington,-TX-76012","1805 Old Oak Dr, Arlington, TX 76012",76012,Single Family,Standard,4,2.5,2527.0,12545,2002.0,424999.0,272.0,168.18,0.2014,1.0,0.0,0.0,47.5,95.0,12.5,57.1,1.2,40
"2604-Woodside-Dr,-Arlington,-TX-76016","2604 Woodside Dr, Arlington, TX 76016",76016,Single Family,Standard,4,2.5,2262.0,8276,1976.0,300000.0,70.0,132.63,0.2733,1.0,0.0,0.0,100.0,32.8,1.7,56.8,-23.0,58
"2120-Valleydale-Dr,-Arlington,-TX-76013","2120 Valleydale Dr, Arlington, TX 76013",76013,Single Family,Standard,3,2,2190.0,16509,1973.0,369000.0,125.0,168.49,0.1327,1.0,0.0,0.0,60.5,81.6,5.3,56.8,-4.1,38
"4302-Kingswick-Dr,-Arlington,-TX-76016","4302 Kingswick Dr, Arlington, TX 76016",76016,Single Family,Standard,4,2.5,2519.0,9845,1977.0,430000.0,139.0,170.7,0.2559,1.0,0.0,0.0,53.4,91.4,1.7,56.4,-0.9,58
"2211-Cloverdale-St,-Arlington,-TX-76010","2211 Cloverdale St, Arlington, TX 76010",76010,Single Family,Standard,4,1.5,1431.0,7797,1955.0,229000.0,75.0,160.03,0.1835,1.0,0.0,0.0,92.3,42.3,0.0,56.3,-18.4,26
