id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"980-Waterview-Dr,-Prosper,-TX-75078","980 Waterview Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3,2880.0,10149,2017.0,649900.0,119.0,225.66,0.2838,1.0,0.0,0.0,74.2,88.4,6.8,65.7,-12.4,473
"1140-Broken-Bend-Dr,-Prosper,-TX-75078","1140 Broken Bend Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,4603.0,11456,2005.0,980000.0,97.0,212.9,0.4018,1.0,0.0,0.0,80.8,79.7,6.8,65.6,-17.3,473
"2460-Harpole-Rd,-Prosper,-TX-75078","2460 Harpole Rd, Prosper, TX 75078",75078,Single Family,New Construction,4,4.5,3881.0,,2026.0,899990.0,43.0,231.9,,2.0,-7.88,1.0,69.8,47.6,87.9,65.6,-9.9,473
"1181-Terrace-Manor-Dr,-Prosper,-TX-75078","1181 Terrace Manor Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,4119.0,14593,2004.0,1099999.0,118.0,267.05,0.2823,2.0,-2.22,1.0,44.2,87.1,76.1,65.6,3.7,473
"501-Cloud-View-Ct,-Prosper,-TX-75078","501 Cloud View Ct, Prosper, TX 75078",75078,Single Family,Standard,5,3.5,4499.0,12197,2005.0,835000.0,57.0,185.6,0.3689,1.0,0.0,0.0,94.5,61.7,6.8,65.5,-27.9,473
"760-Walworth-Dr,-Prosper,-TX-75078","760 Walworth Dr, Prosper, TX 75078",75078,Single Family,Standard,4,4,3480.0,8189,2017.0,745000.0,97.0,214.08,0.425,1.0,0.0,0.0,80.1,79.7,6.8,65.3,-16.9,473
"1311-Armstrong-Ln,-Prosper,-TX-75078","1311 Armstrong Ln, Prosper, TX 75078",75078,Single Family,Standard,4,5.5,4334.0,11456,2022.0,1025000.0,174.0,236.5,0.3783,1.0,0.0,0.0,66.8,96.4,6.8,65.2,-8.1,473
"601-Livingston-Dr,-Prosper,-TX-75078","601 Livingston Dr, Prosper, TX 75078",75078,Single Family,Standard,4,4,3883.0,12632,2007.0,739900.0,61.0,190.55,0.3074,1.0,0.0,0.0,92.6,63.0,6.8,65.1,-26.0,473
"1600-Wichita-Dr,-Prosper,-TX-75078","1600 Wichita Dr, Prosper, TX 75078",75078,Single Family,Standard,4,4.5,4637.0,14070,2018.0,1000000.0,96.0,215.66,0.3296,1.0,0.0,0.0,79.5,79.3,6.8,64.9,-16.2,473
"4590-Guthrie-St,-Prosper,-TX-75078","4590 Guthrie St, Prosper, TX 75078",75078,Single Family,Standard,5,5.5,4221.0,9801,2023.0,1149000.0,128.0,272.21,0.4307,2.0,-1.71,1.0,41.2,89.4,74.8,64.8,5.7,473
"710-Calaveras-Ct,-Prosper,-TX-75078","710 Calaveras Ct, Prosper, TX 75078",75078,Single Family,Standard,5,3.5,3834.0,12632,2007.0,735000.0,60.0,191.71,0.3035,1.0,0.0,0.0,91.8,62.4,6.8,64.5,-25.5,473
"1010-Adair-Rd,-Prosper,-TX-75078","1010 Adair Rd, Prosper, TX 75078",75078,Single Family,Standard,4,4,3528.0,6490,2022.0,745000.0,81.0,211.17,0.5436,1.0,0.0,0.0,82.7,73.8,6.8,64.4,-18.0,473
"710-Essex-Dr,-Prosper,-TX-75078","710 Essex Dr, Prosper, TX 75078",75078,Single Family,Standard,5,4.5,4555.0,14375,2009.0,930000.0,68.0,204.17,0.3169,1.0,0.0,0.0,86.7,68.3,6.8,64.3,-20.7,473
"4710-Crossvine-Dr,-Prosper,-TX-75078","4710 Crossvine Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,3101.0,8625,2014.0,659000.0,83.0,212.51,0.3595,1.0,0.0,0.0,81.0,75.1,6.8,64.1,-17.5,473
"1921-Wynne-Ave,-Prosper,-TX-75078","1921 Wynne Ave, Prosper, TX 75078",75078,Single Family,Standard,5,4.5,4680.0,11151,2023.0,1075000.0,37.0,229.7,0.4197,3.0,-6.52,1.0,71.7,40.6,85.6,63.6,-10.8,473
"614-Creek-View-Dr,-Prosper,-TX-75078","614 Creek View Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,3096.0,12502,2001.0,595000.0,55.0,192.18,0.2476,2.0,0.0,0.0,91.3,60.3,6.8,63.5,-25.4,473
"3211-Dufour-Dr,-Prosper,-TX-75078","3211 Dufour Dr, Prosper, TX 75078",75078,Single Family,Standard,4,4,3415.0,12240,2023.0,829000.0,54.0,242.75,0.279,2.0,-2.47,1.0,61.1,59.2,76.5,63.5,-5.7,473
